vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,delayed,delivery_rating,delivery_cost
bike,express,west,cold,217.2,42.34,7.345207963087649,yes,2,1263.02
ev bike,same day,south,rainy,259.5,25.9,8.08588516763889,yes,2,1475.2
truck,standard,west,cold,142.0,31.72,5.651314006753303,no,3,805.16
ev bike,express,west,stormy,288.6,19.21,9.045069801443077,yes,3,1550.63
van,express,central,foggy,69.6,35.1,4.100511867638611,yes,2,503.3
truck,standard,north,hot,235.1,49.05,7.150531686161401,no,5,1322.65
van,standard,central,foggy,191.0,15.06,6.131939709874891,no,5,1000.18
ev bike,standard,central,hot,297.1,6.94,7.768586835412559,no,3,1520.32
scooter,same day,central,cold,256.2,26.98,7.081503157486116,no,4,1461.94
truck,two day,south,clear,296.4,7.87,7.447227121220855,no,5,1505.61
van,same day,north,clear,208.5,48.75,6.188435039038922,no,4,1288.75
ev bike,two day,west,clear,172.9,37.68,5.29634189437407,no,5,977.54
bike,same day,north,foggy,134.4,25.69,4.95671622602278,no,4,849.07
scooter,standard,north,stormy,129.4,33.98,5.830293276177572,no,5,748.94
truck,standard,central,stormy,215.2,16.86,8.058239040561688,no,5,1126.58
van,two day,central,rainy,46.6,35.9,3.7852167947584485,no,4,340.7
scooter,same day,east,hot,81.6,17.17,3.4040576276908516,no,3,559.51
ev van,two day,west,clear,131.3,40.43,4.764310606073371,no,5,777.79
ev van,express,east,hot,254.3,4.53,7.206908282360492,yes,2,1335.09
bike,two day,west,foggy,6.5,30.96,2.8220463550343746,no,4,125.38
truck,express,east,clear,52.2,29.72,3.6319324925331933,no,5,400.16
ev bike,two day,west,cold,257.1,2.04,6.568469417632309,no,3,1291.62
ev bike,standard,west,hot,153.4,12.91,4.969637177345413,no,5,805.73
scooter,express,west,stormy,121.8,26.57,6.04380375094999,yes,3,738.71
ev van,two day,east,stormy,12.2,7.66,3.75936381079728,no,5,95.6674
truck,two day,west,rainy,175.5,16.01,6.63470899986722,no,4,925.53
ev van,express,north,clear,201.3,14.98,5.787079592314715,yes,2,1101.44
ev bike,two day,north,foggy,39.5,5.92,3.1746422921332247,no,5,215.26
ev van,express,north,rainy,198.2,15.52,6.694133939257271,yes,3,1087.56
bike,two day,west,hot,286.2,9.33,7.940047044009285,no,4,1458.99
scooter,standard,south,foggy,165.1,40.21,6.354291385593492,no,5,946.13
truck,two day,west,cold,68.2,15.83,3.632073115188416,no,4,388.49
scooter,same day,central,stormy,231.5,43.32,8.909272263284425,yes,3,1387.46
scooter,standard,west,hot,45.7,35.12,3.258106496048649,no,5,333.86
ev bike,express,east,hot,60.6,49.23,3.4774214480008867,no,4,500.69
ev van,two day,north,rainy,223.3,46.62,7.5926322981073815,no,4,1256.36
truck,same day,central,stormy,261.0,39.73,9.500701283901174,yes,2,1524.19
truck,standard,south,cold,93.7,37.91,4.261190201398854,no,5,582.23
truck,standard,east,cold,166.3,32.69,5.330132258831011,no,5,929.57
van,express,west,rainy,169.3,6.24,6.057997218235348,yes,2,915.22
ev bike,express,central,hot,222.3,48.52,7.534772164503221,yes,2,1307.06
ev bike,same day,east,clear,51.2,6.89,2.431846512550591,no,5,376.67
bike,same day,central,clear,25.1,33.61,3.077073184886962,no,4,326.33
scooter,express,west,foggy,219.9,7.32,6.902940191588352,yes,2,1171.46
scooter,express,south,hot,284.7,6.22,7.970772576000533,yes,3,1492.16
ev bike,standard,south,rainy,286.8,34.95,9.138712843853636,no,5,1538.85
truck,standard,east,rainy,247.0,25.85,7.894489134305889,no,4,1312.55
ev bike,two day,west,hot,276.7,33.54,7.818963197783936,no,4,1484.12
truck,two day,west,rainy,72.4,40.54,4.3437233282266385,no,5,483.62
truck,two day,west,clear,9.3,4.57,1.800380211058192,no,4,95.6674
ev bike,two day,north,stormy,55.2,42.96,4.7858985436738255,no,5,404.88
bike,standard,east,stormy,182.3,4.18,6.342706281026056,no,3,924.04
ev bike,express,north,stormy,158.6,45.04,6.928668535408407,yes,2,978.12
ev van,same day,north,stormy,289.6,33.05,9.518645986770348,yes,2,1632.7206
scooter,same day,west,cold,31.8,24.33,2.797352609005306,no,5,331.99
ev bike,two day,central,cold,65.4,23.27,3.1754040294052492,no,5,396.81
bike,express,central,stormy,6.0,1.22,3.4860676546590925,yes,3,95.6674
bike,standard,central,stormy,74.8,19.18,4.728467159598507,no,4,431.54
van,same day,south,stormy,121.3,5.73,5.964748739163657,no,5,723.69
ev van,same day,north,foggy,111.5,31.21,5.128199087915954,no,5,751.13
van,same day,south,clear,15.3,35.52,2.503209659240773,no,5,283.06
van,standard,east,stormy,174.1,47.36,6.991912898706245,no,5,1012.58
ev bike,same day,central,cold,83.8,38.27,3.9525147960280433,no,5,633.81
ev bike,same day,south,hot,18.2,48.54,2.7502608118662923,no,4,336.62
ev bike,express,south,rainy,120.4,11.54,4.767833196592241,yes,2,686.62
bike,express,central,stormy,278.6,34.51,8.834246918808683,yes,2,1546.53
ev van,standard,central,foggy,274.5,13.03,7.85604990297017,no,4,1411.59
scooter,standard,west,cold,62.1,8.58,3.0779091588579353,no,4,336.24
truck,same day,north,stormy,55.9,25.55,4.857170760803815,no,4,456.15
ev bike,express,east,foggy,197.6,25.4,5.971037044372382,yes,3,1114.2
scooter,same day,south,cold,267.6,47.03,8.44481363484417,yes,3,1579.09
ev bike,same day,north,rainy,161.5,31.03,6.32042759618008,yes,2,1000.59
truck,same day,north,rainy,176.9,19.94,6.089750465559653,no,5,1044.32
bike,two day,south,rainy,181.2,32.04,6.690763189848374,no,4,1002.12
scooter,standard,north,hot,196.8,5.02,6.146544099924417,no,4,999.06
ev bike,standard,north,hot,272.5,45.57,8.464139735353855,no,4,1499.21
bike,express,south,hot,194.7,14.97,5.760812107388969,no,5,1068.41
van,standard,east,cold,38.2,10.71,2.7362022747469137,no,4,223.13
van,same day,west,clear,276.1,22.72,7.364258326391152,yes,2,1548.66
van,express,central,rainy,123.5,26.94,5.42933995024961,yes,2,748.32
van,standard,south,foggy,3.6,32.43,3.121552367289852,no,3,113.79
ev van,standard,west,rainy,180.8,34.23,7.029634686854118,no,5,1006.69
bike,two day,central,clear,262.9,16.8,7.231251797537447,no,5,1364.9
ev van,express,west,rainy,192.8,31.63,6.579124231885015,yes,2,1108.89
ev bike,express,south,clear,7.9,11.67,1.4491286033204336,yes,1,124.51
ev van,standard,south,cold,158.6,38.48,5.7038448839369975,no,4,908.44
truck,two day,east,clear,229.7,24.61,6.361172278037454,no,4,1222.33
ev van,same day,central,rainy,131.3,8.99,5.497898031074661,no,5,783.47
bike,express,west,rainy,68.5,10.96,4.44368718864313,yes,3,425.38
ev bike,two day,east,hot,285.3,42.87,8.386037922957643,no,4,1555.11
ev bike,express,north,hot,17.9,48.68,3.1440347929189936,yes,2,285.54
ev van,two day,west,cold,15.1,42.61,3.173951025407245,no,5,203.33
bike,two day,west,clear,191.7,29.35,6.172235820311627,no,4,1046.55
truck,express,east,cold,95.1,1.36,3.522179634460459,no,4,529.58
truck,same day,north,foggy,274.6,2.15,7.983268518121706,yes,2,1479.45
bike,two day,east,hot,243.3,24.96,7.129013356819811,no,5,1291.38
truck,standard,central,stormy,145.0,24.52,6.046036644854728,no,4,798.56
van,express,central,foggy,142.5,45.64,6.080186505177863,no,5,899.42
van,two day,east,rainy,244.3,16.48,7.547824951483286,no,4,1270.94
ev bike,standard,central,clear,227.8,17.35,6.229271303738179,no,5,1191.05
ev bike,express,north,rainy,190.0,19.5,6.873526070791376,yes,2,1058.5
truck,two day,north,rainy,205.0,26.9,6.762575229299466,no,5,1105.7
van,same day,west,stormy,269.4,22.55,8.397593996128567,yes,1,1514.65
ev van,express,central,hot,27.4,39.95,3.405592746816155,yes,3,306.85
scooter,standard,north,hot,61.8,19.93,2.9438477451831884,no,4,368.79
van,standard,north,hot,96.3,47.5,4.345432848090399,no,4,624.0
van,two day,central,foggy,111.2,12.9,4.803090905551363,no,5,594.7
scooter,same day,central,rainy,38.8,26.72,3.4207742551434945,yes,3,374.16
van,two day,east,foggy,195.6,21.64,6.7182986610709445,no,5,1042.92
ev van,standard,north,foggy,124.8,7.19,4.9167431355699,no,5,645.57
bike,express,south,cold,73.7,49.03,4.317724167602781,no,4,565.59
truck,standard,west,stormy,257.5,35.44,9.18944617016494,no,4,1393.82
van,standard,south,hot,161.0,23.17,4.909635402488169,no,4,874.51
bike,standard,south,rainy,96.4,8.5,4.21459645733041,no,3,507.5
scooter,same day,east,rainy,248.3,43.84,8.554289249788706,yes,3,1473.02
scooter,standard,east,cold,142.5,18.1,4.703281093769068,no,4,766.8
van,standard,west,hot,126.3,15.76,4.069943625866376,no,4,678.78
van,two day,east,clear,216.3,1.03,5.387245838491339,no,5,1084.59
truck,express,east,stormy,280.9,44.62,9.16729066214339,yes,2,1588.36
van,same day,east,clear,215.3,22.63,6.37928238988699,yes,2,1244.39
ev bike,same day,west,clear,274.5,33.46,7.2821828759577505,yes,2,1572.88
van,express,west,clear,297.1,19.92,7.777897453094287,no,4,1601.26
ev van,standard,north,clear,251.5,48.85,7.289069835109302,no,4,1404.05
ev van,express,north,foggy,212.8,9.12,6.546612675997433,no,5,1141.36
ev bike,two day,central,clear,146.9,43.48,5.2979334792045005,no,5,864.94
bike,same day,north,stormy,115.3,31.37,6.179377628335475,no,4,770.61
ev van,same day,east,clear,207.4,40.68,6.946775729200671,no,5,1259.04
ev bike,same day,central,rainy,140.8,22.07,6.018180056800282,no,4,870.21
truck,express,east,clear,152.2,6.88,4.597746470518847,no,3,831.64
van,express,north,rainy,238.7,26.07,7.405774755666087,yes,2,1321.71
ev bike,express,south,clear,243.5,37.55,6.958890297465678,no,5,1380.15
truck,same day,north,stormy,67.5,21.0,4.69149555142402,yes,3,500.5
ev bike,two day,north,foggy,183.3,40.38,6.304305787493941,no,5,1037.64
truck,standard,south,cold,291.4,42.76,8.689087511814414,no,4,1585.28
ev bike,express,south,hot,268.2,40.6,7.570583335951452,no,5,1512.8
ev van,express,west,foggy,11.6,22.58,2.507452020325805,yes,3,175.74
ev bike,two day,central,foggy,255.0,18.76,7.782779717419464,no,4,1331.28
scooter,standard,east,clear,263.0,23.93,6.807213666771843,no,4,1386.79
ev van,standard,east,stormy,82.2,17.59,5.112424904598178,no,3,463.77
ev bike,same day,central,stormy,290.6,10.27,8.811443191078205,yes,2,1583.81
van,express,south,foggy,129.1,16.05,5.17180326850276,yes,2,743.65
bike,standard,east,rainy,225.0,24.71,7.8433962515106534,no,5,1199.13
ev van,same day,east,stormy,13.4,29.59,4.11211300063067,no,5,255.77
truck,two day,central,stormy,49.8,49.21,4.492320418297482,no,5,396.63
van,standard,south,rainy,123.7,34.16,5.265124458274014,no,4,720.98
truck,same day,east,hot,30.4,18.28,2.4001076690800187,no,4,306.84
bike,express,south,rainy,177.2,7.29,6.371556957673323,yes,2,957.87
ev bike,standard,south,foggy,78.4,42.76,3.930740491795156,no,5,520.28
scooter,same day,west,cold,86.0,16.26,3.5852007707470084,no,5,578.78
scooter,two day,central,hot,201.3,47.11,6.49934646472539,no,4,1147.83
truck,express,north,foggy,150.8,9.86,4.935907886660537,yes,3,833.58
truck,standard,central,stormy,66.0,26.4,4.978831675317533,no,5,409.2
bike,standard,east,foggy,64.1,35.4,3.971078428785194,no,4,426.7
truck,same day,central,rainy,100.0,9.07,4.995081726772957,no,5,627.21
bike,express,west,clear,95.9,6.24,3.8450105426222327,no,4,548.22
ev van,same day,north,hot,277.5,16.33,7.346204516737817,no,5,1536.49
van,standard,north,cold,224.4,49.11,7.051238184922516,no,5,1269.33
van,same day,central,cold,81.3,20.98,3.4592018774318776,no,4,569.44
truck,standard,west,foggy,284.5,16.76,8.249978786192889,no,3,1472.78
bike,standard,central,foggy,274.9,18.58,7.694969150715038,no,5,1430.24
bike,standard,north,hot,257.0,49.52,7.707504094735787,no,4,1434.34
ev van,two day,north,foggy,219.8,4.73,6.554446246606241,no,4,1113.19
truck,two day,central,hot,231.1,1.03,6.199906883815684,no,4,1158.59
scooter,express,central,foggy,142.7,27.58,5.071206039753031,yes,2,846.24
truck,standard,south,cold,88.7,34.5,4.510943971144657,no,5,547.0
ev van,two day,central,cold,157.7,5.96,4.618608423535602,no,5,806.38
ev bike,standard,north,cold,228.7,5.12,6.956239271815304,no,4,1158.86
van,express,south,hot,114.9,30.42,4.937618573045082,no,4,715.76
truck,two day,north,clear,99.0,43.93,4.7265139699862,no,4,626.79
ev van,express,east,hot,45.8,16.57,3.0279698889946642,no,3,328.71
scooter,two day,east,clear,229.5,21.01,6.837028531422155,no,4,1210.53
ev bike,express,west,hot,199.4,3.75,5.56840874993584,yes,2,1058.25
ev van,express,south,cold,163.4,43.69,5.972646982358306,yes,1,998.07
van,express,east,cold,92.9,5.46,3.3545637827820656,no,5,530.88
ev van,two day,east,rainy,166.7,18.23,5.769746292536862,no,3,888.19
bike,express,south,hot,17.1,8.61,1.8559297411437836,no,4,161.33
van,two day,central,cold,46.4,18.89,3.2504543567628237,no,4,288.67
scooter,two day,central,clear,89.5,46.69,4.3230199455376574,no,4,587.57
bike,same day,north,foggy,30.5,33.88,3.5409277640266024,no,4,354.14
truck,express,south,rainy,9.8,12.37,3.2844741998097065,yes,1,136.11
truck,same day,south,foggy,68.6,45.42,4.487365751174895,no,4,579.26
van,express,south,cold,264.6,28.42,8.132423251530675,yes,2,1458.26
ev van,same day,north,rainy,3.6,29.0,3.290843944847822,no,4,201.5
scooter,same day,south,hot,240.4,17.91,7.011296471775122,no,5,1355.73
ev bike,two day,west,cold,171.4,10.06,5.928471841317146,no,5,887.18
truck,two day,south,cold,15.7,40.19,3.3697835270558487,no,3,199.07
ev van,express,west,clear,126.1,44.35,4.833249266481667,no,5,813.55
bike,two day,north,cold,190.4,10.05,5.646183902653811,no,5,982.15
ev van,two day,central,stormy,25.3,2.01,3.3391413217127273,no,3,132.53
bike,express,east,cold,33.2,27.61,3.321319034968215,no,5,298.83
ev bike,standard,west,hot,33.2,46.74,3.5401697443264073,no,4,306.22
ev bike,express,east,hot,226.5,16.9,6.2581142924855255,yes,2,1233.2
bike,same day,west,foggy,26.8,31.38,3.326789609227336,no,4,328.14
bike,standard,east,clear,188.0,7.61,5.209727518200793,no,4,962.83
bike,two day,north,rainy,90.7,40.27,5.276830162077367,no,5,574.31
bike,two day,south,stormy,179.8,28.83,7.120845278206044,no,3,985.49
bike,standard,central,clear,8.3,28.32,2.2572421611001348,no,4,126.46
ev van,express,south,clear,158.1,24.49,4.718318579153344,no,4,913.97
scooter,express,north,rainy,246.5,34.6,7.814516187710896,yes,2,1386.3
ev bike,two day,east,hot,233.8,13.17,6.5113158271261105,no,5,1208.51
bike,two day,west,cold,160.2,43.65,5.759534963737525,no,4,931.95
truck,same day,central,hot,64.4,33.53,3.2695927221924936,no,4,522.59
van,same day,central,foggy,228.8,26.91,6.916843128640641,yes,2,1324.73
truck,two day,central,stormy,163.4,47.93,6.818275508250124,no,5,960.79
ev bike,same day,south,clear,87.7,30.35,3.8090514941719635,no,4,629.55
scooter,same day,west,stormy,278.6,47.01,9.708626453006602,yes,2,1632.7206
bike,two day,south,foggy,160.1,8.75,5.4421523627689545,no,4,826.75
scooter,same day,central,foggy,271.4,6.79,7.722972409374007,yes,2,1477.37
ev bike,standard,south,stormy,129.7,9.4,6.256498555888941,no,4,676.7
truck,express,west,foggy,136.6,41.97,6.019495984277366,yes,3,858.91
ev van,same day,central,stormy,108.1,30.27,5.320852616645195,no,4,731.31
ev van,two day,east,cold,114.4,49.52,4.822690083702453,no,5,721.13
bike,same day,east,clear,103.1,8.54,4.230281124998273,no,5,641.12
bike,express,east,cold,227.7,28.21,7.3207206491408945,yes,3,1273.13
bike,standard,south,rainy,84.8,6.13,4.190414884989889,no,5,442.39
scooter,two day,north,hot,67.7,43.76,3.5929360971675073,no,4,469.78
van,standard,east,hot,263.1,42.36,8.267987183271062,no,4,1442.58
bike,standard,west,cold,293.5,39.75,8.374907133690742,no,3,1586.75
ev van,same day,west,cold,155.2,11.99,4.791419458836715,no,5,911.97
van,same day,north,rainy,49.7,22.45,3.575970933317048,no,5,415.85
ev bike,same day,west,stormy,30.7,43.24,4.729182854694777,no,3,383.22
ev van,express,south,cold,184.4,31.84,6.424114298527019,yes,3,1067.52
bike,same day,west,clear,234.4,4.85,6.394502047268051,yes,2,1286.55
van,express,east,stormy,214.7,40.4,8.34897450451318,yes,2,1244.7
ev bike,express,central,cold,268.7,19.22,7.117413293221969,yes,2,1451.16
ev van,standard,north,foggy,125.2,5.68,4.5839743305597995,no,5,643.04
ev bike,same day,south,foggy,281.8,22.62,7.660134389114448,no,4,1576.86
scooter,same day,west,foggy,205.1,2.95,5.729381834325006,yes,2,1134.35
scooter,express,south,hot,224.5,3.73,6.0715965798784275,no,5,1183.69
ev bike,same day,south,clear,191.4,19.49,5.98875304750619,yes,3,1115.47
truck,standard,west,rainy,25.5,41.04,3.4560915559775816,no,5,250.62
scooter,same day,east,clear,263.0,3.45,7.260334928695757,no,5,1425.35
van,same day,north,cold,80.3,21.26,4.155566477994495,no,5,565.28
ev van,same day,south,hot,30.4,28.78,2.625488935158578,no,5,338.34
scooter,same day,west,rainy,272.3,43.87,8.542073486978481,yes,2,1593.11
scooter,two day,north,stormy,83.2,29.03,5.0066385846667485,no,4,503.09
ev van,two day,central,hot,296.7,26.44,7.669364439955896,no,5,1562.82
ev bike,express,south,rainy,257.6,22.7,8.283772719069098,no,5,1406.1
scooter,express,east,foggy,198.9,27.41,6.305038075674996,yes,2,1126.73
scooter,same day,west,foggy,266.8,29.4,8.252461644898617,yes,2,1522.2
ev van,two day,south,foggy,244.7,48.39,7.707401638418058,no,5,1368.67
scooter,standard,east,stormy,197.2,23.56,7.797459012005964,no,3,1056.68
ev bike,two day,central,rainy,175.8,8.79,6.332398578774698,no,3,905.37
van,express,central,rainy,221.9,20.71,7.828222339568063,yes,2,1221.63
scooter,express,south,cold,57.7,32.55,3.675717948041444,yes,3,436.15
van,express,central,rainy,198.5,15.15,6.382900466903333,yes,2,1087.95
ev bike,same day,north,foggy,18.3,39.29,3.201790840922129,no,5,309.37
ev bike,express,central,hot,262.2,44.67,7.867438934540669,no,3,1495.01
bike,two day,east,foggy,211.4,30.08,7.037687766265183,no,5,1147.24
ev van,express,south,foggy,38.1,47.0,3.7204826154171933,yes,1,381.5
scooter,express,north,clear,289.1,5.45,7.489915587897287,yes,3,1511.85
truck,standard,west,foggy,288.1,19.32,8.149510488624573,no,4,1498.46
scooter,same day,north,clear,170.2,4.53,5.440758709721683,no,3,964.59
scooter,two day,west,clear,3.6,29.38,2.0507736706438253,no,3,103.14
ev van,same day,north,foggy,259.9,35.98,7.444170299245869,yes,3,1507.44
ev bike,two day,east,stormy,270.2,7.13,9.009145049937588,yes,1,1372.39
ev van,express,east,clear,42.4,2.09,2.731170077575677,yes,2,268.27
bike,same day,central,clear,144.6,48.3,5.621440847108481,no,5,967.9
scooter,two day,east,stormy,279.6,42.8,9.437605170915933,no,3,1526.4
bike,same day,south,stormy,253.3,9.63,7.825914263552795,yes,2,1395.39
van,standard,west,rainy,286.4,21.01,9.040433664834577,no,5,1495.03
van,two day,central,clear,213.8,3.02,5.570321028076864,no,3,1078.06
ev van,standard,east,hot,77.1,15.42,3.1296103394104806,no,5,431.76
scooter,standard,west,cold,213.8,11.03,5.884068379859154,no,5,1102.09
truck,standard,central,stormy,130.1,22.79,5.951943499267148,no,3,718.87
ev van,same day,east,rainy,211.9,7.79,7.278941677605463,yes,2,1182.87
bike,two day,central,foggy,143.0,49.52,5.498003801771153,no,4,863.86
van,same day,central,cold,255.9,5.74,7.331292758094851,yes,2,1396.72
van,express,north,rainy,184.2,36.39,6.565246612361231,yes,2,1080.17
bike,express,east,clear,114.3,15.6,4.346608323293362,no,4,668.3
van,same day,north,hot,80.9,44.39,3.8034258418887283,no,4,637.67
scooter,standard,west,stormy,217.9,2.93,7.484852043546525,no,4,1098.29
scooter,standard,west,cold,263.5,41.15,7.8621275776743405,no,5,1440.95
scooter,express,north,foggy,282.3,12.51,7.714548319971662,yes,1,1499.03
truck,express,north,hot,270.4,43.32,8.14975522479511,yes,2,1531.96
van,same day,west,foggy,9.1,26.9,3.197418329195118,no,4,226.2
ev bike,same day,south,hot,182.9,3.26,5.531363253575203,no,5,1024.28
van,standard,north,hot,215.8,6.84,6.245079186352343,no,5,1099.52
ev bike,standard,north,rainy,66.1,36.74,4.978702882916126,no,5,440.72
truck,standard,central,cold,92.9,25.03,4.609985074849539,no,4,539.59
van,express,east,foggy,217.1,44.32,7.191766497171629,yes,3,1268.46
ev bike,same day,west,foggy,280.4,20.68,8.380072368796302,yes,2,1564.04
ev bike,express,east,clear,59.6,47.42,3.8382598177005627,yes,2,490.26
truck,standard,central,rainy,224.0,13.43,6.829957739702563,no,3,1160.29
truck,standard,central,clear,128.3,16.11,3.9912455535221016,no,3,689.83
ev bike,same day,central,cold,93.9,25.47,4.143470657886711,no,3,645.91
ev bike,express,west,foggy,89.0,11.98,4.279192988337659,yes,3,530.94
ev bike,two day,north,clear,247.2,16.15,7.106938607127415,no,5,1284.45
bike,same day,east,rainy,18.4,14.53,3.3480814088075195,no,4,235.59
scooter,express,north,stormy,224.8,48.46,8.304864999510635,yes,2,1319.38
van,standard,east,stormy,78.9,38.08,5.311294136112757,no,3,508.74
truck,same day,east,stormy,95.6,5.75,5.381779711439659,yes,2,595.25
van,express,east,cold,214.0,6.33,5.905002045371998,no,5,1138.99
ev bike,same day,central,cold,147.6,40.38,5.9502344925695905,no,4,959.14
van,express,south,foggy,18.3,28.1,3.1698062205666475,yes,3,225.8
truck,standard,central,hot,237.5,10.39,6.585331205485842,no,3,1218.67
ev bike,two day,west,clear,137.0,23.22,4.477739544676437,no,4,754.66
van,standard,east,clear,118.6,48.13,4.8941123986382085,no,5,737.39
truck,same day,east,rainy,166.6,37.41,6.49137109520426,no,4,1045.23
ev bike,standard,south,foggy,202.3,32.44,7.068287310450778,no,4,1108.82
van,two day,west,foggy,284.2,38.11,7.995663971251057,no,5,1535.33
ev van,express,west,cold,20.3,47.43,3.0751788892938046,no,5,293.79
truck,same day,north,foggy,202.6,29.66,6.529313603423193,yes,2,1201.98
ev bike,standard,central,foggy,47.1,36.6,3.420324534364902,no,5,345.3
ev bike,two day,north,stormy,3.6,23.96,3.2023096226350187,no,5,95.6674
ev bike,standard,north,clear,248.6,39.51,6.907694017425453,no,3,1361.53
ev bike,standard,east,cold,285.9,32.75,7.847493142867381,no,3,1527.75
truck,express,north,rainy,92.7,22.2,5.200449003972553,yes,3,580.1
ev bike,same day,west,cold,138.6,47.54,5.746591478423026,no,3,935.62
van,express,south,hot,176.9,15.3,5.267260653877271,yes,3,980.4
ev van,express,south,stormy,181.4,46.09,7.097602770542908,yes,2,1095.27
truck,standard,east,cold,250.3,10.14,7.321587369006247,no,3,1281.92
ev bike,same day,central,clear,103.8,40.36,4.746241768263434,no,4,740.08
scooter,express,north,hot,183.0,26.92,5.7901845029848,yes,1,1045.76
scooter,two day,central,rainy,27.1,29.09,3.8170707129981674,no,5,222.77
truck,express,west,cold,246.8,12.21,7.102000416944348,yes,2,1320.63
ev van,same day,east,rainy,199.4,23.35,7.3080927561817095,yes,2,1167.05
ev bike,express,central,foggy,180.4,22.33,5.7931356467478485,yes,3,1018.99
scooter,standard,west,hot,18.2,42.24,2.7291074476723534,no,5,217.72
ev van,same day,central,foggy,16.0,36.53,3.1764402253228927,no,5,289.59
truck,same day,east,cold,26.2,26.3,2.6149820303454243,no,4,309.9
truck,two day,east,foggy,70.2,41.93,3.988109145662075,no,5,476.79
ev van,same day,south,stormy,129.0,35.59,6.122730443590375,no,4,851.77
ev bike,same day,south,rainy,131.7,49.06,6.560688370307208,no,4,905.68
scooter,standard,north,cold,47.8,10.72,2.963499158152923,no,4,271.16
bike,two day,south,clear,133.7,17.99,4.4312410594910645,no,5,722.47
scooter,standard,central,rainy,155.3,31.26,6.593486828104609,no,5,870.28
scooter,same day,south,hot,30.9,45.41,3.4085496592657156,no,4,390.73
scooter,same day,east,hot,38.1,35.01,2.880027985635927,no,4,395.53
truck,two day,south,rainy,223.4,28.46,7.3743098499685935,no,4,1202.38
ev van,express,central,rainy,297.1,14.74,8.536352665135732,yes,3,1590.22
truck,express,east,rainy,56.6,35.22,4.208103776568157,yes,3,438.66
van,standard,south,stormy,139.7,34.16,6.574108891424496,no,5,800.98
scooter,express,central,foggy,57.1,42.85,4.008296159436533,yes,3,464.05
ev bike,two day,north,clear,18.7,22.34,1.9006870317289284,no,4,160.52
truck,standard,north,foggy,54.9,6.25,3.034671620406108,no,4,293.25
bike,two day,north,stormy,108.6,6.86,5.737354458054962,no,4,563.58
van,standard,north,foggy,164.9,40.42,5.813617627196857,no,3,945.76
scooter,express,north,cold,157.6,5.74,5.484437327203596,yes,2,855.22
van,express,west,stormy,135.7,28.03,6.478469631559667,yes,3,812.59
bike,two day,west,rainy,108.5,21.65,4.958460203888081,no,3,607.45
scooter,same day,north,stormy,115.5,15.49,5.978156411376182,yes,3,723.97
ev bike,two day,north,cold,3.6,41.17,2.659704903627794,no,3,132.01
scooter,two day,central,cold,67.8,4.93,3.735124790014153,no,5,353.79
bike,same day,central,clear,53.1,28.58,2.914249587315954,no,3,451.24
scooter,same day,west,rainy,175.2,18.84,6.799847148325787,no,3,1032.52
ev van,same day,west,stormy,134.6,4.43,6.061566535214537,yes,3,786.29
ev van,same day,east,clear,66.5,38.0,3.876508172655889,no,5,546.5
truck,two day,south,foggy,40.3,19.66,3.465568787481684,no,4,260.48
ev bike,express,south,stormy,203.1,13.55,7.254191167585616,yes,2,1106.15
ev van,same day,east,clear,270.2,38.65,8.024942890729987,yes,3,1566.95
scooter,express,north,clear,77.4,8.58,3.5487614187916288,no,3,462.74
van,express,central,stormy,184.8,46.83,7.635765516139731,yes,3,1114.49
bike,express,central,foggy,49.2,12.3,3.4078263850934034,yes,2,332.9
truck,standard,north,clear,73.2,23.67,3.203735359819083,no,5,437.01
ev van,two day,east,clear,55.8,15.56,3.040108079378588,no,3,325.68
bike,express,south,foggy,163.1,31.31,5.985205136491311,yes,3,959.43
ev bike,same day,south,cold,13.7,45.56,3.383507596636301,no,5,305.18
van,standard,south,rainy,140.1,15.13,5.666977318082183,no,4,745.89
ev van,same day,east,foggy,270.4,13.21,7.556643224958211,yes,2,1491.63
truck,standard,central,clear,42.8,27.43,2.596198633762242,no,5,296.29
van,same day,west,foggy,177.6,11.58,5.518600617631205,no,5,1022.74
bike,express,central,clear,13.5,1.46,1.4624447788148889,no,3,121.88
truck,standard,south,rainy,165.6,39.46,6.6641462770375455,no,3,946.38
ev van,express,central,stormy,238.1,36.89,8.934637585111627,yes,2,1351.17
bike,standard,east,foggy,59.2,36.54,3.833163231892307,no,4,405.62
bike,standard,south,rainy,115.5,32.04,5.034635960671429,no,5,673.62
ev van,two day,north,clear,125.5,44.37,4.743635487325336,no,5,760.61
scooter,two day,central,rainy,258.9,29.26,8.017414419830347,no,5,1382.28
truck,two day,north,hot,13.7,30.6,2.780099504987016,no,4,160.3
truck,standard,east,rainy,95.8,40.13,5.523928434763217,no,4,599.39
van,same day,central,rainy,30.1,43.25,4.353445449507424,no,3,380.25
van,same day,west,clear,198.1,41.92,6.203078506314276,no,3,1216.26
ev bike,express,north,stormy,154.4,33.82,6.762933825535923,yes,2,923.46
scooter,same day,central,clear,160.5,6.69,4.68193044302102,no,4,922.57
scooter,express,east,rainy,53.3,20.53,4.045833213329738,yes,2,378.09
ev van,two day,south,foggy,111.8,22.63,4.842110827606585,no,4,626.89
bike,standard,south,stormy,262.4,32.83,8.449569923356266,no,4,1410.49
scooter,express,central,hot,185.8,35.49,6.414278930004439,yes,2,1085.47
